text;label;lable_encode;aug
hormat pada bripka heru dan karena kejadian kejadian seperti inilah program desa faskes nakes agar setiap desa memiliki fasilitas kesehatan yang dapat dijangkau dengan mudah oleh warga;Sosial Budaya;6.0;
di belakang kita ini banyak tongkang batubara lewat namun di depan kita masih banyak warga yang miskin by anies baswedan;Sosial Budaya;6.0;
tahu ada jejaknya dari orang tua pak anies di allah gak disangka disorong papua apalagi peletakan batu langsung dari darah syuhada kita lagi;Sosial Budaya;6.0;
ohh ini toh knp prabowo ngk pernah kelihatan dan nampak kampanye dipapua ternyata ada sejarah ini yah baru tau;Sosial Budaya;6.0;
pesisir cilacap sampai pada dukung abah anies presiden favorit mereka;Sosial Budaya;6.0;
juru bicara tpn aryo seno bagaskoro dalam konteks relasi global indonesia tidak boleh hanya maju tetapi harus unggul lain itu bisa tercapai apabila kita konsisten dan serius dalam mencapai indonesia emas dengan momentum bonus demografi kata aryo menurut juru bicara tpn aryo seno bagaskoro seluruh logika itu harus pada kepastian dan penegakan hukum yang tegas rekrutmen dan duta besar harus agar hubungan indonesia dengan lain semakin produktif juga rasa bagi para diaspora menurut juru bicara tpn aryo seno bagaskoro kebijakan pro aparat penegak hukum juga harus maka beasiswa khusus untuk anakanak polisi dan tentara untuk beban agar para prajurit dan polisi kita dapat fokus bertugas sesuai;Sosial Budaya;6.0;
kondisi wanita yang teriaki anies bacot saat debat kini tutup semua akun medsos stres berat;Sosial Budaya;6.0;
pak anies begitu sayang dengan saudara kita yang;Sosial Budaya;6.0;
adegan mahasiswa itb protes terhadap kerjasama rektorat dan pinjol untuk bayar kuliah anies jaga institusi jangan menjual ilmu hanya kepada yang mampu ini yang harus dirubah masih mau;Sosial Budaya;6.0;
qxxbko anggaplah kalo soal itu bukan tanggung jawab dia melainkan perintah dari sisi moral harusnya nyadar yg dilakukan salah dan tau;Sosial Budaya;6.0;
pak anies filosofi dlm membangun jis bhw olah raga adh salah satu diantara alat pemersatu bangsa lwt jis ini kami berharap sbgai upaya kesatuan dan sesama anak bangsa keren banget jis yg menyala mewah;Sosial Budaya;6.0;
kedekatan pak anies dengan anakanak di ternate bahwa budaya dapat menjadi kekayaan dalam;Sosial Budaya;6.0;
ykougxewu di acara natal visi inklusif untuk semua elemen;Sosial Budaya;6.0;
momen keseruan saat pak ganjar pranowo kongkow bareng anak muda di kafe kopi kakak madiun banyak cerita hadir dalam pertemuan itu seperti saat pak ganjar kisah penuh inspirasi dari eks preman yang kini telah taubat dan menjadi pendeta hingga story seorang difabel yang sukses dengan usaha sambel pecelnya luar biasa kamis cc;Sosial Budaya;6.0;
juru bicara tpn aryo seno bagaskoro dalam konteks relasi global indonesia tidak boleh hanya maju tetapi harus unggul lain itu bisa tercapai apabila kita konsisten dan serius dalam mencapai indonesia emas dengan momentum bonus demografi kata aryo menurut juru bicara tpn aryo seno bagaskoro seluruh logika itu harus pada kepastian dan penegakan hukum yang tegas rekrutmen dan duta besar harus agar hubungan indonesia dengan lain semakin produktif juga rasa bagi para diaspora menurut juru bicara tpn aryo seno bagaskoro kebijakan pro aparat penegak hukum juga harus maka beasiswa khusus untuk anakanak polisi dan tentara untuk beban agar para prajurit dan polisi kita dapat fokus bertugas sesuai;Sosial Budaya;6.0;
permainan survei adalah siapa yg membiayai survei itu jokowi kalah pada prabowo namun hasil pilpres berbeda ganjar di survei kalah pilgub jateng namun menang anies kalah dalam survei pilgub dki jakar;Sosial Budaya;6.0;
pak anies baswedan acara abah anies dialog bersama seniman dan budayawan jawa barat;Sosial Budaya;6.0;
abah anies ingin martabat petani agar tidak terus menerus menerima bansos karena cukup;Sosial Budaya;6.0;
internet gratis ganjar sangat oleh para pelajar indonesia terutama para pelajar yang daerah nya belum terakses oleh dukung rencana dan program dari pak ganjar seperti ganjar gratiskan intrnet;Sosial Budaya;6.0;
juru bicara tpn aryo seno bagaskoro dalam konteks relasi global indonesia tidak boleh hanya maju tetapi harus unggul lain itu bisa tercapai apabila kita konsisten dan serius dalam mencapai indonesia emas dengan momentum bonus demografi kata aryo menurut juru bicara tpn aryo seno bagaskoro seluruh logika itu harus pada kepastian dan penegakan hukum yang tegas rekrutmen dan duta besar harus agar hubungan indonesia dengan lain semakin produktif juga rasa bagi para diaspora menurut juru bicara tpn aryo seno bagaskoro kebijakan pro aparat penegak hukum juga harus maka beasiswa khusus untuk anakanak polisi dan tentara untuk beban agar para prajurit dan polisi kita dapat fokus bertugas sesuai;Sosial Budaya;6.0;
abah anies ingin martabat petani agar tidak terus menerus menerima bansos karena cukup;Sosial Budaya;6.0;
petani punya berkat ganjar yang selalu ngejaga pertanian jnk;Sosial Budaya;6.0;
sentimen positif terhadap pak anies terlihat di berbagai acara bazaar dan pameran di jawa barat;Sosial Budaya;6.0;
bang ari salah kalau selalu punya mindset kayak itu memang di negeri ini rakyat kecil kalau bisa biar mudah diakalin itulah yang harus diubah cara baru seperti desak ani;Sosial Budaya;6.0;
sepak bola budaya maluku anies janjikan bangun lapangan standar fifa tapi rumput jangan diganti;Sosial Budaya;6.0;
anies pilih atasi stunting pakai ikan bukan susu mudah didapat harga murah kata anies kalau pakai susu cuma pabrik susu yang hidup karena proyek itu update news text;Sosial Budaya;6.0;
abah anies ingin martabat petani agar tidak terus menerus menerima bansos karena cukup;Sosial Budaya;6.0;
terima kasih karena menyebut kekerasan seksual dalam pembacaan visi misi yg dengan reformasi pak terima kasih juga pak anies menyebut anak juga tppo sebab keamanan bukan soal kalau kita lemah nanti ditindas;Sosial Budaya;6.0;
pak anies soal lactose intoleran yg dialami anak indonesia ditambah lg kalo soal stunting yg dibenerin gizinya ya sejak dalam kandungan bukan pas anaknya udah sd;Sosial Budaya;6.0;
september anies membawa anak yatim piatu dan dhuafa liburan di ragunan dan dufan ancol people as good as this should not be allowed to lose and fight alone;Sosial Budaya;6.0;
yang aktivis ekologi pasti ada ke ganjar yang aktivis papua pasti ada ke mahfud yang waras demokrasi pasti tidak percaya pol ke prabowo si pelanggar ham dan gibran si dinasti;Sosial Budaya;6.0;
gue amp bener merinding dengan fenomena pendukung anies yg militan ada yg bikin spanduk dari karung dipasang di jembatan lenteng agung ada yg bikin fandom di x macam anies bubble beneran keren sumpah semoga arus perubahan dari bawah ini berhasil gemilang;Sosial Budaya;6.0;
diskusi di kelompok pecinta alam jawa barat banyak yang bilang abah anies cocok jadi presiden merakyat;Sosial Budaya;6.0;
gue amp bener merinding dengan fenomena pendukung anies yg militan ada yg bikin spanduk dari karung dipasang di jembatan lenteng agung ada yg bikin fandom di x macam anies bubble beneran keren sumpah semoga arus perubahan dari bawah ini berhasil gemilang;Sosial Budaya;6.0;
anies bicara jawa luar jawa dg bangun perpus bersandar merata biaya buku amp perbanyak spot internet gratis silahkan simak;Sosial Budaya;6.0;
yupsss karna papua mas gibran bersama pak prabowo akan program pak jokowi termasuk terus memajukan papuaaa;Sosial Budaya;6.0;
abah anies ingin martabat petani agar tidak terus menerus menerima bansos karena cukup;Sosial Budaya;6.0;
latar live tiktok sir anies dan sir tom ini bagi sebagian orang mungkin biasa tapi bagi gua gambar pangeran ini adalah sebuah pesan mulai dari makna batik dan frame lingkaran;Sosial Budaya;6.0;
ini kejam warga disitu sudah bersedia dibangun jis dgn janji anies utk memabngun rumah susun bagi mereka stlh rumah itu terbangun mrk ga diberikan haknya padahal anies selaku gubernur sll menepati janjinya kampung akuarium kampung kunir dll apa yg salah rakyat mendapat rmh;Sosial Budaya;6.0;
ganjar pranowo membuka dialog untuk memahami kebutuhan spesifik jnk;Sosial Budaya;6.0;
imigran cina panik tahu mereka anies bakalan menang jadi jilat sana sini lagi imigran cina anjing ngomong payung hukum kau cina anjing tahu liciknya gak ada obat malah kejahatan imigran cina anjing makin sadi;Sosial Budaya;6.0;
anies sebagai pekerja driver ojol berhak atas jaminan sosial perlu ada bpjstk khusus ojol standar keamanan bagi driver ojol perlu diatur;Sosial Budaya;6.0;
capresku adalah sosok yg peduli dengan anakanak ganjar anak balita penderita gangguan di semarang gaspol ganjar mahfud;Sosial Budaya;6.0;
g wkwk yaa gila aja kalo misal kayak gini terus kagak minta maaf kalo sama pas anies tanah pak prabowo jd keliatan lebih ga beradab ini sih;Sosial Budaya;6.0;
halo mas gibran saya mau tanya dong kenapa sih mas gibran dan tim mungkin juga pak prabowo tampaknya enggan sekali jasa atau seniman dan lebih memilih ai dalam masa kam;Sosial Budaya;6.0;
makna dari kacamata anies baswedan malam ini saya ingin makna yang menjadi city branding dari kota bagi pak sejatinya bukan konsep asing yang baru dikenal oleh bangsa indonesia sebuah utas;Sosial Budaya;6.0;
abah anies ingin martabat petani agar tidak terus menerus menerima bansos karena cukup;Sosial Budaya;6.0;
inilah penjaga baitul maqdis gaza tidak lemah pak prabowo sorry ye sorry ye;Sosial Budaya;6.0;
desak anies guru honorer guru agama kebebasan berbicara manfaat kritik dan dalam bidang;Sosial Budaya;6.0;
moment pak ganjar lamar aktivis perempuan jogja menjadi tim sukses capres nomor urut ganjar pranowo punya cara jitu untuk mendengar keluhan dan aspirasi khususnya kalangan muda selain sering nongkrong bareng anak muda di setiap daerah kini pak ganjar memiliki satu program yang disebut gelar tikar ganjar berbeda dengan kebiasaan pak ganjar nongkrong dengan anak muda konsep gelar tikar ganjar dibuat lebih serius dan tematik pada beberapa isu seperti gelaran perdana di gedung sidomukti minggu malam acara gelar tikar ganjar dihadiri sejumlah pakar pengamat dan ratusan mahasiswa dalam itu sejumlah pakar dan aktivis sebagai panelis yang menguji program kerja pak ganjar dalam memimpin negeri ini selain tentu saja ratusan mahasiswa dan anak muda yang bisa semua keluh kesahnya kalis mardiasih misalnya aktivis perempuan asal blora ini begitu semangat dengan pak ganjar terkait isu perempuan dan anak ia sepakat dengan pak ganjar bahwa isu adalah kunci saya sepakat dengan pak ganjar yang konsen pada karena terbukti bahwa bisa persoalan saya program satu keluarga miskin satu sarjana yang bapak canangkan ucap kalis namun masih banyak hal di sektor yang harus khususnya perempuan ia di indonesia masih abai pada persoalan perempuan banyak sekolah yang tidak memiliki akses khusus untuk perempuan misalnya toilet dan satu dari dua toilet di sekolah indonesia itu belum dipisah antara lakilaki dan perempuan dan ada hampir sekolah di indonesia belum punya akses air bersih dan sanitasi higienis padahal perempuan itu harus dengan kodratnya yakni ucap kalis menurut data lanjut dia menjadi angka putus sekolah tertinggi kedua setelah hal itu tidak fasilitas yang baik di sekolah kalis juga menyoroti banyaknya siswa perempuan yang dari sekolah akibat hamil di luar nikah padahal mereka adalah korban kekerasan seksual dan harus menghapus masa depan karena belum lagi banyak kasus kekerasan seksual yang dialami perempuan di mana pelakunya adalah guru dan tenaga jadi kalau bapak ingin tolong hal semacam ini ucapnya mendengar itu pak ganjar tersenyum dan bertepuk tangan ia langsung melamar kalis menjadi tim suksesnya yang dapat berjuang bersama isu perempuan mbak kalis ini luar biasa tegas cerdas dan pakai data saya lamar mbak kalis jadi timses saya ucap pak ganjar disambut tepuk tangan meriah para peserta pak ganjar bahwa isu perempuan dan anak masih menjadi problem serius yang harus segera ia banyak kasus yang dialami perempuan dan anak yang belum dengan baik apa yang mbak kalis terjadi di banyak tempat dan kenapa saya lamar beliau agar apa yang beliau tentang gender itu bisa suasana gayeng tersaji dalam acara gelar tikar ganjar itu ratusan anak muda begitu antusias ngobrol dengan ganjar dan membahas sejumlah isu mulai pinjaman online lapangan pekerjaan gaji guru honorer dan sejumlah isu penting lainnya;Sosial Budaya;6.0;
video dibawah diambil tahun dan bukti rembug ganjar sdh dilakukan sejak lama dan rutin dilakukan bukti ganjar selalu untuk mencari solusi atas persoalan yang mereka hadapi hapus kredit macet dengan sebagai subjek dalam maka kebijakan yang akan diambil akan sesuai dengan persoalan yang dihadapi rakyat kecil tidak seperti makan siang gratis program yg keluar dari para elit bkn dari rakyat kecil solusi pemutihan kredit macet atau utang nelayan atau petani merupakan hasil dari karena kebijakan itu akan efek bagi rakyat sehingga dengan rakyat menjadi subjek bukan objek dalam dan kebijakan;Sosial Budaya;6.0;
istri capres nomor urut anies baswedan fery farhati tips untuk minat baca bagi anak yang bisa dilakukan oleh orang tua;Sosial Budaya;6.0;
komitmen paslon capres ganjar pranowo pada keadilan sosial dan hakhak rakyat ganjar mahfud hebat lbihbaik nelayan sejahtera;Sosial Budaya;6.0;
biginilah cara sorong papua menyambut pak anies salam hormat untuk pace dan mace semuanya yang berada di ujung timur indonesia;Sosial Budaya;6.0;
kasian bener gaza udah israel dibilang lemah sama prabowo;Sosial Budaya;6.0;
survei utting research australia suara anies naik usai debat pertama pemilu;Sosial Budaya;6.0;
ktnya si paling cerdas itu penganut dibilang harus segala macamyang harus di do tuh yang maksa buat bukain dokumen negara lahada juga tuh uu tentang keamanan dokumen ga sek;Sosial Budaya;6.0;
pak anies tiba massa tidak pak anies dengan tokoh ambon dan di sambut puluhan ribu ambon maluku senin januari;Sosial Budaya;6.0;
melalui desak anies kelvin gambaran kepada kita secara real seberapa timpang di jawa dan di dari hal akses untuk pelatihan kompetisi;Sosial Budaya;6.0;
abah anies ingin martabat petani agar tidak terus menerus menerima bansos karena cukup;Sosial Budaya;6.0;
dia sendiri yg akui itu tanah negara tanah rakyat tanah bangsa tapi yg kuasai dia sendiri dia daripada dikuasai asing lebih baik prabowo yg kuasai kenapa gak dgn yg separuh lebih dari mereka belum punya rumah dinas kenapa gak dgn petani yg sekarang tidak lagi memiliki lahan garapan akhirnya hanya menjadi buruh tani kenapa gak dgn tanah hak adat rakyat yg habis jd konsesi kayak dirinya apa bagus bangsa ini dipimpin oleh orang modelan begitu silakan dinilai sendiri;Sosial Budaya;6.0;
sedikit soal rekam jejak anies baswedan di jakarta hunian dp rp lawan politik selalu program dp yg digagas mas anies ini padahal hanya di era ini program perumahan dan pemukiman secara menjawab ragam kebutuhan hunian dan dirangkai dalam payung program bernama dari mulai membangun rusunawa untuk mereka yang punya menyewa kampung bagi mereka yang tinggal di kampung kota membangun dp rp bagi mereka yang selama ini tak sanggup memiliki rumah hingga hunian di dekat mrt bagi para z yang baru memulai karir dan kepingin gaya hidup yg dalam hal rusunawa mas anies mencetak rekor rusunawa terbanyak sepanjang sejarah pemprov dki bahkan lebih banyak dari periode yang dianggap sebagai gubernur pro rusunawa yg cuma tahun sewa gak tau bisa apa kagak terserah kepala unit yg mengelola aja dp rp dianggap gagal karena diklaim nyinyiers dan kaum pendendam sakit hati karena kalah pilgub bahwa jumlahnya sedikit padahal meski apbd dki tergerus pandemi dp rp mensupply kurang lebih dari seluruh unit apartemen di jakarta bahkan dp rp lebih laku daripada apartemen komersil karena tingkat yang mencapai dari apartemen komersil yg ada dp mimpi warga yg selama ini menjadi penyewa hunian kemudia naik kelas jadi pemilik dengan bulanan yang relatif sama termasuk warga difabel saat dp rp diserang dan kini berupaya lawan politik bukan menyerang mas anies tp sedang menghapus harapan dan menutup warga utk menggapai mimpinya memiliki rumah demikian utk dimaklumi;Sosial Budaya;6.0;
astaga lihat nih baliho belanja gadget berubah jadi baliho pak anies tuhan itu paling tau cara bikin hidup kita jadi kisah;Sosial Budaya;6.0;
kunjungi museum reog ganjar ingin bangun ketahanan budaya lbihbaik ponorogo ribuan warga ponorogo jawa timur menyambut meriah calon presiden capres ganjar pranowo yang meninjau museum reog di gunung gamping jumat mereka belasan reog di jalan saat menyambut capres nomor urut itu belasan reog berukuran besar itu berbaris memberi kepada ganjar iringan musik gamelan khas ponorogo yang rancak menambah suasana menjadi semakin meriah capres berambut putih itu kemudian melihat secara langsung proses museum yang selesai pada ini menurut ganjar museum reog tersebut merupakan langkah yang tepat untuk serta potensi seni budaya daerah ke depan ganjar ingin agar negara juga membangun ketahanan budaya kalau bicara seni dan budaya maka dalam ketahanan nasional kita juga harus masuk pada ketahanan budaya agar kita tidak digempur oleh budaya lain dan bisa jadi tuan rumah atas potensi yang kita miliki ujar ganjar museum reog lanjut ganjar nantinya bisa untuk dan seni reog lebih dari itu akan menjadi tempat wisata di ponorogo orang akan bisa melihat bahwa kalau belajar dan meneliti tentang reog bisa datang ke sini semacam reog center reog itu bisa dijadikan salah satu contoh seni yang mendunia paparnya mantan gubernur jawa tengah dua periode itu indonesia memiliki banyak potensi seni budaya yang harus dijaga saya ke banyak tempat di indonesia jadi reognya sendiri sebagai karya seni detail bagus dan mesti ada minimum sehingga kalau ada orang yang mau memainkan reog dengan kualitas tinggi datang ke sini tandasnya;Sosial Budaya;6.0;
abah anies ingin martabat petani agar tidak terus menerus menerima bansos karena cukup;Sosial Budaya;6.0;
program internet gratis ganjar membawa banyak salah satunya dalam bidang dengan adanya fasilitas internet merata mudah dan cepat membuat pelajar lebih berkreasi dalam bakat serta minatnya pun membantu mereka untuk sumber informasi guna menambah literasi dan;Sosial Budaya;6.0;
seorang abah itu adalah sosok yang dituakan humble hangat mengayomi mau mendengar dan berbagi dgn nasihat tanpa menggurui dan ketika dijadikan tempat curhat maka berubah menjadi semangat yg positif itulah sosok anies baswedan yg kini jadi abah bagi para milenial;Sosial Budaya;6.0;
menelisik tanda tanda alam semesta dalam pilpres benarkah alam semesta anies baswedan sebagai pemenang pilpres;Sosial Budaya;6.0;
eh pesan dari pak erick thohir ke prabowo pak terus dong jaga toleransi agama di indonesia biar tetep rukun bareng dan tetep padu satu;Sosial Budaya;6.0;
bqe gambar ini untuk menjawab tudingan bahwa jakarta bakal bernasib seperti suriah kalau bang anies menjabat gw kristen sejak dukung penuh bang anies phobia di minoritas timbul akibat over terhadap ahok;Sosial Budaya;6.0;
pilih toleransi makin terjaga negara kita pancasila dimana toleransi dalam perbedaan dijunjung tinggi pastikan tidak ada lagi kesulitan izin dalam pendirian rumah ibadah agama apapun yang di akui oleh negara;Sosial Budaya;6.0;
makna dari kacamata anies baswedan malam ini saya ingin makna yang menjadi city branding dari kota bagi pak my sejatinya bukan konsep asing yang baru dikenal oleh bangsa indonesia sebuah utas;Sosial Budaya;6.0;
yakin banget dunia di pak ganjar akan maju dan merata;Sosial Budaya;6.0;
santri punya peluang emas program magang di bumn ganjar pranowo membuka jalan sukses jnk;Sosial Budaya;6.0;
sangat terganggu dg kampanye susu sapi ini bbrp alasanku kebijakan gizi yg sudah baik kampanye gizi seimbang kampanye gizi kuno empat sehat lima sempurna yg sdh;Sosial Budaya;6.0;
pesan dari putra papua kepada anies baswedan pak aku titipkan masa depan papua kepada bapak;Sosial Budaya;6.0;
ganjar pranowo minta konflik wadas dibahas dalam debat cawapres tentang hidup pekan depan;Sosial Budaya;6.0;
di sorong papua pak anies masjid amp yayasan islamic center hj aliyyah baswedan yg didirikan sejak oleh ibunya pak anies dibangun diatas batu yg dari gaza yg darah para suhada palestina;Sosial Budaya;6.0;
banjir dki emang masih tapi terbukti berkurang di era anies;Sosial Budaya;6.0;
sempet macet waktu di tata ulang sana sini skrg hampir semua area jkt cantik bersih tanpa gub gub sblmnya semua ada kelebiha;Sosial Budaya;6.0;
gripqxpnq trbqkypgt;Sosial Budaya;6.0;
video dibawah diambil tahun dan bukti rembug ganjar sdh dilakukan sejak lama dan rutin dilakukan bukti ganjar selalu untuk mencari solusi atas persoalan yang mereka hadapi hapus kredit macet dengan sebagai subjek dalam maka kebijakan yang akan diambil akan sesuai dengan persoalan yang dihadapi rakyat kecil tidak seperti makan siang gratis program yg keluar dari para elit bkn dari rakyat kecil solusi pemutihan kredit macet atau utang nelayan atau petani merupakan hasil dari karena kebijakan itu akan efek bagi rakyat sehingga dengan rakyat menjadi subjek bukan objek dalam dan kebijakan;Sosial Budaya;6.0;
merakyat bukanlah sekadar kata kata kosong bagi ganjar mahfud melainkan cara hidup mereka mereka sering waktu untuk berbicara dengan mereka dan mencari solu;Sosial Budaya;6.0;
ajengan dan alim ulama garut dukung;Sosial Budaya;6.0;
catatan digital gusdur tentang cak imin megawati amin rais dan prabowo prabowo masdar;Sosial Budaya;6.0;
iocxsos i fell u bu meskipun sy bkn wrg jkt tp sy bisa merasakan betapa sulitnya beban hdp skr apalg bantuan dr yg dl jaman pak anies ada skr di tiadakan sama suheru smg;Sosial Budaya;6.0;
warga tionghoa ngaku sosok anies di jakarta dulu kami merasakan payung;Sosial Budaya;6.0;
masih bicara tentang di timur ini yg bikin saya merinding ketika pak anies di indonesia namun mereka sangat dan cinta tanah airacara desak anies di ambon maluku pagi ini senin januari;Sosial Budaya;6.0;
warga tionghoa ngaku sosok anies di jakarta dulu kami merasakan payung;Sosial Budaya;6.0;
kt siapa gak jalan ada ratusan taman di jkt yg jadi taman hujan dulu sblm era pak anies taman semua ditanggul lbh tinggi dr jalan paradigma itu sgt mendasar ketika sdh punya maka;Sosial Budaya;6.0;
semenjak dki sama pak anies gue ngerasain betapa juara nya;Sosial Budaya;6.0;
